cycle_id,created_at,updated_at,sport_id,activity_id,gps_enabled,intensity_score,max_heart_rate,average_heart_rate,distance,performance,energy,rpe,raw_intensity_score,altitude_gain,altitude_change,cumulative_workout_intensity,zone_durations,projected_score,confidence,wac_prediction,kilojoules,user_id,during,timezone_offset,survey_response_id,percent_recorded,auto_detected,state,responded,team_act_id,source,id,name
277274251,2022-09-24T13:26:24.366+0000,2022-09-24T13:36:21.339+0000,63,516240278,True,4.7695,155,101,1688.2270048995308,,,,0.00043840083472014926,29.189291,0.487495,0.0,"[473910, 547984, 322997, 110551, 10575, 0]",,,,344.5387878417969,1508418,"['2022-09-24T13:01:56.938Z','2022-09-24T13:26:22.992Z')",-0400,,1.0,False,complete,False,,user,63.0,Walking
276917743,2022-09-23T16:32:03.445+0000,2022-09-23T16:35:38.477+0000,45,515746201,False,6.2274,143,113,,,,,0.0012352430250420808,,,0.0,"[40375, 784451, 889192, 232622, 0, 0]",,,,799.7330322265625,1508418,"['2022-09-23T15:58:24.000Z','2022-09-23T16:30:51.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
276917743,2022-09-23T12:43:05.845+0000,2022-09-23T12:50:20.439+0000,63,515612509,True,4.696,146,93,2386.153514944826,,,,0.00039968092378701967,65.92613,0.501771,0.0,"[646981, 670979, 405672, 41337, 0, 0]",,,,354.9140319824219,1508418,"['2022-09-23T12:13:40.049Z','2022-09-23T12:43:04.519Z')",-0400,,1.0,False,complete,False,,user,63.0,Walking
276418757,2022-09-23T02:12:07.971+0000,2022-09-23T02:20:35.952+0000,30,515294087,False,14.2203,174,138,,,,,0.009193899069350841,,,0.0,"[455697, 151889, 264359, 804611, 1951454, 29801]",,,,2889.76025390625,1508418,"['2022-09-23T01:11:09.712Z','2022-09-23T02:12:07.094Z')",-0400,100933064,1.0,False,complete,True,,user,30.0,Soccer
276142026,2022-09-21T14:25:07.208+0000,2022-09-21T14:25:14.657+0000,45,514401545,False,5.0376,134,97,,,,,0.0005807837244162298,,,0.0,"[454737, 1202596, 316268, 5768, 0, 0]",,,,437.4657287597656,1508418,"['2022-09-21T13:14:00.000Z','2022-09-21T13:47:00.000Z')",-0400,,1.0,False,complete,False,,user,45.0,Weightlifting
276142026,2022-09-21T12:43:03.646+0000,2022-09-21T12:52:22.325+0000,63,514327501,True,5.4898,142,105,2384.753728309938,,,,0.0008249511174706569,51.470924,0.654384,0.0,"[181724, 812308, 746936, 58639, 0, 0]",0.0008249511,,,582.9169311523438,1508418,"['2022-09-21T12:13:02.568Z','2022-09-21T12:43:01.671Z')",-0400,100851418.0,1.0,False,complete,True,,user,63.0,Walking
275757100,2022-09-20T14:56:57.229+0000,2022-09-20T14:57:02.399+0000,45,513777255,False,4.5471,123,90,,,,,0.0003215823758717066,,,0.0,"[1083475, 1112221, 102899, 0, 0, 0]",0.00032439112,,,338.926513671875,1508418,"['2022-09-20T14:16:28.000Z','2022-09-20T14:55:07.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
275379432,2022-09-19T23:23:02.144+0000,2022-09-19T23:30:54.368+0000,30,513309187,False,15.0266,172,141,,,,,0.010915710553720821,,,0.0,"[158655, 397020, 319154, 1329478, 2097536, 24993]",0.010915711,,,3563.2001953125,1508418,"['2022-09-19T22:10:54.206Z','2022-09-19T23:23:01.252Z')",-0400,100773570.0,1.0,False,complete,True,,user,30.0,Soccer
275379432,2022-09-19T16:52:28.530+0000,2022-09-19T17:15:06.942+0000,63,513181515,True,6.2193,154,111,2475.4241129680104,,,,0.0012306665464587813,59.83217,0.6466,0.0,"[191339, 603698, 660419, 346070, 20188, 0]",0.0012306665,,,751.9359741210938,1508418,"['2022-09-19T16:22:05.914Z','2022-09-19T16:52:27.093Z')",-0400,,1.0,False,complete,False,,user,63.0,Walking
274967831,2022-09-18T14:37:07.972+0000,2022-09-18T14:58:01.369+0000,45,512507739,False,5.9956,146,104,,,,,0.001104589869937955,,,0.0,"[378751, 1661137, 565248, 144196, 0, 0]",0.0011045899,,,789.3600463867188,1508418,"['2022-09-18T13:50:03.000Z','2022-09-18T14:35:52.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
274240127,2022-09-17T00:24:32.250+0000,2022-09-17T00:34:23.402+0000,45,511547200,False,4.8464,140,96,,,,,0.0004790544622191812,,,0.0,"[691178, 1193913, 274014, 27877, 0, 0]",0.00047905446,,,415.96417236328125,1508418,"['2022-09-16T23:47:53.000Z','2022-09-17T00:24:20.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
273860744,2022-09-16T02:37:29.998+0000,2022-09-16T02:49:00.456+0000,30,510971201,False,13.3974,174,125,,,,,0.007603918529472611,,,0.0,"[709468, 936315, 1047825, 984363, 1542882, 8652]",0.0076039187,,,2990.26318359375,1508418,"['2022-09-16T01:10:19.943Z','2022-09-16T02:37:29.603Z')",-0400,100595709,1.0,False,complete,True,,user,30.0,Soccer
273474519,2022-09-14T22:58:45.711+0000,2022-09-14T22:58:46.241+0000,0,510291834,False,10.79,168,145,,,,,0.004330826486124736,,,0.0,"[10613, 12497, 102860, 974764, 701740, 0]",0.0043308265,,,1535.0479736328125,1508418,"['2022-09-14T22:19:57.000Z','2022-09-14T22:49:59.000Z')",-0400,100533705,1.0,False,complete,True,,external,0.0,Running
273474519,2022-09-14T12:57:05.292+0000,2022-09-14T13:10:56.542+0000,63,510061001,True,5.5586,141,102,1381.8859472898575,,,,0.0008625709963393971,33.364727,-1.368219,0.0,"[423000, 1209264, 666986, 112471, 0, 0]",0.000862571,,,639.0743408203125,1508418,"['2022-09-14T12:16:51.990Z','2022-09-14T12:57:03.958Z')",-0400,100507694,1.0,False,complete,True,,user,63.0,Walking
273018334,2022-09-13T15:04:07.456+0000,2022-09-13T15:05:42.065+0000,45,509507748,False,6.788,149,113,,,,,0.0015583915903541567,,,0.0,"[72098, 897859, 1049759, 382598, 0, 0]",0.0015583916,,,993.4065551757812,1508418,"['2022-09-13T14:23:58.000Z','2022-09-13T15:04:00.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
272616050,2022-09-13T00:02:13.344+0000,2022-09-13T00:19:44.350+0000,30,509051444,False,11.3922,153,110,,,,,0.004875995164438111,,,0.0,"[1844787, 1186222, 1447731, 2055252, 21151, 0]",0.004875995,,,2697.657958984375,1508418,"['2022-09-12T22:12:57.067Z','2022-09-13T00:02:12.108Z')",-0400,100433939,1.0,False,complete,True,,user,30.0,Soccer
272616050,2022-09-12T12:48:26.017+0000,2022-09-12T13:01:23.342+0000,63,508783694,True,6.19,145,112,2485.327428466011,,,,0.001214065778263333,53.56966,-4.648893,0.0,"[204781, 437396, 868060, 372988, 0, 0]",0.0012140658,,,772.517822265625,1508418,"['2022-09-12T12:17:00.715Z','2022-09-12T12:48:23.872Z')",-0400,100398502,1.0,False,complete,True,,user,63.0,Walking
271968425,2022-09-10T19:37:02.757+0000,2022-09-10T19:43:12.718+0000,45,507802932,False,6.2248,144,111,,,,,0.0012337678220674046,,,0.0,"[112471, 936312, 1238189, 114396, 0, 0]",0.0012337678,,,858.4529418945312,1508418,"['2022-09-10T18:55:01.000Z','2022-09-10T19:35:03.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
271505340,2022-09-09T20:12:55.774+0000,2022-09-09T20:23:04.796+0000,45,507203514,False,4.9414,139,98,,,,,0.0005294834803855438,,,0.0,"[362414, 1408324, 285506, 24033, 0, 0]",0.0005294835,,,401.9520568847656,1508418,"['2022-09-09T19:38:10.000Z','2022-09-09T20:12:50.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
271505340,2022-09-09T12:29:07.181+0000,2022-09-09T12:36:45.165+0000,63,507002186,True,5.3919,141,109,1128.6275500465883,,,,0.0007716189500494729,14.934802,-1.214143,0.0,"[143273, 520066, 659458, 103821, 0, 0]",0.000771619,,,518.6172485351562,1508418,"['2022-09-09T12:05:18.570Z','2022-09-09T12:29:05.840Z')",-0400,100259242.0,1.0,False,complete,True,,user,63.0,Walking
271203141,2022-09-08T23:22:45.746+0000,2022-09-08T23:26:17.676+0000,30,506654041,False,14.6864,174,143,,,,,0.010172008694108847,,,0.0,"[80750, 348032, 177840, 1129522, 2143670, 20188]",0.010172009,,,3270.7822265625,1508418,"['2022-09-08T22:15:00.000Z','2022-09-08T23:20:00.000Z')",-0400,100237864,1.0,False,complete,True,,user,30.0,Soccer
270809710,2022-09-07T20:00:38.784+0000,2022-09-07T20:06:15.109+0000,45,505974478,False,5.5294,136,102,,,,,0.0008465673182920531,,,0.0,"[397980, 1228519, 837340, 56717, 0, 0]",0.00084656733,,,645.0696411132812,1508418,"['2022-09-07T19:17:20.000Z','2022-09-07T19:59:20.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
270809710,2022-09-07T12:42:55.754+0000,2022-09-07T12:51:11.924+0000,63,505789319,True,5.5132,134,108,2492.2205293897355,,,,0.0008377433840784609,60.96858,-0.329899,0.0,"[112510, 954563, 844990, 4807, 0, 0]",0.0008377434,,,612.3348388671875,1508418,"['2022-09-07T12:10:58.092Z','2022-09-07T12:42:54.587Z')",-0400,100158879.0,1.0,False,complete,True,,user,63.0,Walking
270430339,2022-09-06T19:28:52.092+0000,2022-09-06T19:29:22.691+0000,0,505334890,False,4.9483,150,139,,,,,0.0005331671754567049,,,0.0,"[0, 0, 38491, 261475, 0, 0]",0.00053316716,,,230.45785522460938,1508418,"['2022-09-06T19:23:30.000Z','2022-09-06T19:28:30.000Z')",-0400,100122289,1.0,False,complete,True,,external,0.0,Running
270430339,2022-09-06T19:28:51.890+0000,2022-09-06T19:28:52.418+0000,0,505334889,False,8.5986,167,143,,,,,0.002687216630068771,,,0.0,"[0, 5769, 107689, 787282, 298965, 0]",0.0026872167,,,1001.1939697265625,1508418,"['2022-09-06T19:02:04.000Z','2022-09-06T19:22:04.000Z')",-0400,100122269,1.0,False,complete,True,,external,0.0,Running
270430339,2022-09-06T19:28:51.674+0000,2022-09-06T19:28:53.273+0000,0,505334887,False,6.8419,169,142,,,,,0.0015900495940054256,,,0.0,"[31762, 56717, 39414, 152848, 319153, 0]",0.0015900496,,,489.5772399902344,1508418,"['2022-09-06T18:50:51.000Z','2022-09-06T19:00:51.000Z')",-0400,100122247,1.0,False,complete,True,,external,0.0,Running
270017130,2022-09-05T19:07:30.187+0000,2022-09-05T19:07:34.940+0000,45,504721164,False,6.2828,142,117,,,,,0.0012667683023620316,,,0.0,"[0, 445086, 1154552, 182648, 0, 0]",0.0012667683,,,828.0162963867188,1508418,"['2022-09-05T17:49:01.000Z','2022-09-05T18:18:43.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
269572021,2022-09-04T20:14:31.254+0000,2022-09-04T20:14:31.901+0000,45,504154869,False,4.8951,135,96,,,,,0.0005048962630384062,,,0.0,"[763261, 1359238, 210527, 5768, 0, 0]",0.0005048963,,,443.52032470703125,1508418,"['2022-09-04T19:20:49.000Z','2022-09-04T19:59:48.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
268923553,2022-09-02T13:02:35.776+0000,2022-09-02T13:08:49.686+0000,63,502801799,True,5.206,142,97,1486.4421554883274,,,,0.0006711123172463376,28.054417,1.772478,0.0,"[789274, 659442, 506608, 116302, 0, 0]",0.0006711123,,,512.1329345703125,1508418,"['2022-09-02T12:28:01.774Z','2022-09-02T13:02:33.212Z')",-0400,99912916,1.0,False,complete,True,,user,63.0,Walking
268536696,2022-09-01T21:04:17.538+0000,2022-09-01T21:08:49.704+0000,45,502390119,False,5.3098,144,101,,,,,0.0007270825994063435,,,0.0,"[275896, 1531340, 547945, 21149, 0, 0]",0.0007270826,,,541.1533203125,1508418,"['2022-09-01T20:24:02.000Z','2022-09-01T21:03:39.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
268536696,2022-09-01T21:31:40.253+0000,2022-09-01T21:31:40.695+0000,0,502397986,False,8.5659,162,142,,,,,0.0026654873947779736,,,0.0,"[4806, 53873, 43259, 724810, 373949, 0]",0.0026654874,,,974.8185424804688,1508418,"['2022-09-01T20:00:00.000Z','2022-09-01T20:20:00.000Z')",-0400,99883512.0,1.0,False,complete,True,,user,0.0,Running
268164285,2022-08-31T12:43:55.406+0000,2022-08-31T12:52:26.262+0000,63,501565010,True,6.1051,159,112,2326.4343448799013,,,,0.0011661059861322264,53.979137,1.131231,0.0,"[82710, 703675, 818076, 238404, 26916, 0]",0.001166106,,,713.1322021484375,1508418,"['2022-08-31T12:12:44.479Z','2022-08-31T12:43:53.762Z')",-0400,99807965,1.0,False,complete,True,,user,63.0,Walking
267718910,2022-08-30T23:24:38.453+0000,2022-08-30T23:30:39.321+0000,45,501187888,False,6.3837,130,106,,,,,0.0013243764403549655,,,0.0,"[222062, 1795704, 1301650, 0, 0, 0]",0.0013243764,,,961.5424194335938,1508418,"['2022-08-30T22:28:45.000Z','2022-08-30T23:24:04.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
267392101,2022-08-30T00:43:12.244+0000,2022-08-30T00:55:43.166+0000,30,500576073,False,13.5277,167,141,,,,,0.007847900076007665,,,0.0,"[25032, 314347, 473909, 683488, 1738014, 0]",0.0078479005,,,2618.7236328125,1508418,"['2022-08-29T23:49:17.061Z','2022-08-30T00:43:11.558Z')",-0400,99729672,1.0,False,complete,True,,user,30.0,Soccer
267392101,2022-08-29T13:01:06.293+0000,2022-08-29T13:12:06.996+0000,63,500304287,True,7.8074,161,122,2359.7988274925688,,,,0.0021756914695550606,66.88525,0.639586,0.0,"[148080, 308581, 455661, 846909, 113433, 0]",0.0021756915,,,1048.2105712890625,1508418,"['2022-08-29T12:29:51.697Z','2022-08-29T13:01:04.444Z')",-0400,99694728,1.0,False,complete,True,,user,63.0,Walking
266618250,2022-08-27T22:39:30.133+0000,2022-08-27T22:47:00.854+0000,45,499353097,False,5.2585,141,99,,,,,0.0006994107172031541,,,0.0,"[682527, 1446716, 530641, 40376, 0, 0]",0.00069941074,,,573.1840209960938,1508418,"['2022-08-27T21:53:35.000Z','2022-08-27T22:38:35.000Z')",-0400,,1.0,False,complete,False,,external,45.0,Weightlifting
266257781,2022-08-26T14:22:07.359+0000,2022-08-26T14:28:08.105+0000,48,498577971,False,5.1668,132,96,,,,,0.0006500211227396432,,,0.0,"[870022, 1590948, 528702, 0, 0, 0]",0.00065002113,,,554.584228515625,1508418,"['2022-08-26T13:32:16.880Z','2022-08-26T14:22:06.818Z')",-0400,99550902,1.0,False,complete,True,,user,48.0,Functional Fitness
266257781,2022-08-26T12:52:55.395+0000,2022-08-26T12:58:25.993+0000,63,498513597,True,4.7737,134,92,1361.7249756040223,,,,0.00044062261183470085,36.497772,1.873952,0.0,"[1071881, 639270, 437394, 17304, 0, 0]",0.00044062262,,,409.6614990234375,1508418,"['2022-08-26T12:16:48.196Z','2022-08-26T12:52:53.761Z')",-0400,99547144,1.0,False,complete,True,,user,63.0,Walking
265876547,2022-08-25T19:28:15.493+0000,2022-08-25T19:32:45.968+0000,0,498078502,False,8.9377,164,146,,,,,0.0029163165296935876,,,0.0,"[0, 4846, 11535, 820941, 363374, 0]",0.0029163165,,,1050.5491943359375,1508418,"['2022-08-25T19:07:06.000Z','2022-08-25T19:27:06.000Z')",-0400,99512816,1.0,False,complete,True,,external,0.0,Running
265403972,2022-08-24T14:13:26.844+0000,2022-08-24T14:24:57.577+0000,48,497342595,False,6.1846,144,105,,,,,0.0012109749813858108,,,0.0,"[462427, 1598636, 871905, 129779, 0, 0]",0.001210975,,,857.9666137695312,1508418,"['2022-08-24T13:22:22.956Z','2022-08-24T14:13:25.879Z')",-0400,,1.0,False,complete,False,,user,48.0,Functional Fitness
265403972,2022-08-24T12:54:24.565+0000,2022-08-24T12:58:25.303+0000,63,497283859,True,8.0188,165,121,2547.4585880086547,,,,0.0023090191626493955,60.37145,-2.930896,0.0,"[229791, 395097, 302813, 726749, 287429, 0]",0.0023090192,,,1040.4227294921875,1508418,"['2022-08-24T12:22:01.648Z','2022-08-24T12:54:23.000Z')",-0400,99442908.0,1.0,False,complete,True,,user,63.0,Walking
265041127,2022-08-23T14:00:44.823+0000,2022-08-23T14:08:45.545+0000,48,496697435,False,5.3501,132,98,,,,,0.0007489441196578372,,,0.0,"[796002, 1565003, 662343, 0, 0, 0]",0.0007489441,,,607.233154296875,1508418,"['2022-08-23T13:10:20.227Z','2022-08-23T14:00:43.892Z')",-0400,99384095,1.0,False,complete,True,,user,48.0,Functional Fitness
264720319,2022-08-22T23:00:27.181+0000,2022-08-22T23:04:58.043+0000,30,496250745,False,12.1505,171,137,,,,,0.005680603617102567,,,0.0,"[83673, 325881, 562365, 844986, 1253531, 4807]",0.0056806034,,,2156.00244140625,1508418,"['2022-08-22T22:09:11.550Z','2022-08-22T23:00:26.675Z')",-0400,99354088,1.0,False,complete,True,,user,30.0,Soccer
264720319,2022-08-22T12:39:26.679+0000,2022-08-22T12:48:27.172+0000,63,495995739,True,4.8697,152,109,1208.0576804109166,,,,0.0004913927105563129,35.17222,0.397354,0.0,"[177880, 293198, 251865, 260511, 2885, 0]",0.0004913927,,,321.7521057128906,1508418,"['2022-08-22T12:22:59.605Z','2022-08-22T12:39:25.529Z')",-0400,99323569,1.0,False,complete,True,,user,63.0,Walking
264277340,2022-08-21T18:16:54.587+0000,2022-08-21T18:22:59.188+0000,63,495558210,True,15.1385,175,106,32529.312285394164,,,,0.011166694443644197,680.5352,-0.044702,0.0,"[4062485, 12108618, 6305167, 2580150, 833452, 21149]",0.011166695,,,7070.84521484375,1508418,"['2022-08-21T11:04:53.030Z','2022-08-21T18:16:43.402Z')",-0400,99290801,1.0,False,complete,True,,user,63.0,Walking
263954295,2022-08-20T21:51:41.024+0000,2022-08-20T22:02:42.408+0000,48,495057923,False,5.3236,146,93,,,,,0.0007345837361767387,,,0.0,"[2709905, 2615744, 605621, 118240, 0, 0]",0.0007345837,,,898.398681640625,1508418,"['2022-08-20T20:10:50.031Z','2022-08-20T21:51:39.874Z')",-0400,99256230,1.0,False,complete,True,,user,48.0,Functional Fitness
263510384,2022-08-19T23:41:30.076+0000,2022-08-19T23:45:30.587+0000,0,494483581,True,7.5741,172,135,3883.7110362041585,,,,0.0020307808198432075,73.433525,-3.817274,0.0,"[25993, 14420, 161499, 1174673, 33646, 4806]",0.0020307808,,,979.8233032226562,1508418,"['2022-08-19T23:17:53.136Z','2022-08-19T23:41:28.798Z')",-0400,99207086,1.0,False,complete,True,,user,0.0,Running
263256915,2022-08-18T22:25:08.254+0000,2022-08-18T23:11:04.352+0000,48,493851590,False,6.5771,140,108,,,,,0.0014355566818953862,,,0.0,"[115398, 1920660, 1496737, 33646, 0, 0]",0.0014355567,,,1056.489990234375,1508418,"['2022-08-18T20:16:40.674Z','2022-08-18T21:16:07.000Z')",-0400,99152868.0,1.0,False,complete,True,,user,48.0,Functional Fitness
263256915,2022-08-18T12:44:27.491+0000,2022-08-18T12:54:28.200+0000,63,493620822,True,7.1788,159,118,2824.0119707693243,,,,0.0017900992225983866,71.655304,2.429577,0.0,"[184611, 427781, 465270, 801732, 74021, 0]",0.0017900992,,,923.5817260742188,1508418,"['2022-08-18T12:11:52.506Z','2022-08-18T12:44:25.488Z')",-0400,,1.0,False,complete,False,,user,63.0,Walking
262834879,2022-08-17T14:56:36.311+0000,2022-08-17T15:05:37.165+0000,48,493091087,False,5.5913,146,104,,,,,0.0008805092709320187,,,0.0,"[554698, 1188098, 675756, 200913, 0, 0]",0.00088050927,,,658.0969848632812,1508418,"['2022-08-17T14:12:56.291Z','2022-08-17T14:56:35.665Z')",-0400,99077526,1.0,False,complete,True,,user,48.0,Functional Fitness
262363577,2022-08-16T15:25:01.577+0000,2022-08-16T15:33:02.964+0000,48,492474241,False,4.5653,131,92,,,,,0.00033110858727049443,,,0.0,"[1119003, 1141024, 354706, 0, 0, 0]",0.00033110857,,,385.9701843261719,1508418,"['2022-08-16T14:41:26.249Z','2022-08-16T15:25:00.972Z')",-0400,99018586,1.0,False,complete,True,,user,48.0,Functional Fitness
262363577,2022-08-16T12:55:22.422+0000,2022-08-16T13:07:53.443+0000,63,492381798,True,4.8657,141,100,2458.2804129627166,,,,0.0004893137340767368,54.323906,-0.056145,0.0,"[361491, 834412, 637349, 34606, 0, 0]",0.00048931374,,,409.84716796875,1508418,"['2022-08-16T12:24:12.591Z','2022-08-16T12:55:20.419Z')",-0400,99013957,1.0,False,complete,True,,user,63.0,Walking
261999521,2022-08-15T20:31:53.307+0000,2022-08-15T20:35:54.146+0000,0,491940370,True,13.149,159,142,9321.62954023404,,,,0.007143270924275365,131.89984,-3.525869,0.0,"[37491, 23110, 24032, 3232814, 215334, 0]",0.007143271,,,2874.0498046875,1508418,"['2022-08-15T19:32:57.327Z','2022-08-15T20:31:50.010Z')",-0400,98975059,1.0,False,complete,True,,user,0.0,Running
261999521,2022-08-15T12:43:44.326+0000,2022-08-15T12:56:14.987+0000,63,491737392,True,5.5536,148,107,2486.394980119968,,,,0.0008598266173400314,54.115047,-0.395193,0.0,"[180764, 987262, 654650, 182649, 0, 0]",0.0008598266,,,592.2307739257812,1508418,"['2022-08-15T12:10:17.082Z','2022-08-15T12:43:42.296Z')",-0400,98953283,1.0,False,complete,True,,user,63.0,Walking
261680405,2022-08-14T20:12:34.101+0000,2022-08-14T20:25:05.690+0000,48,491335255,False,8.8306,185,103,,,,,0.0028431819593577982,,,0.0,"[1492875, 3812512, 890170, 319153, 201874, 29801]",0.002843182,,,1721.2127685546875,1508418,"['2022-08-14T18:20:06.490Z','2022-08-14T20:12:33.089Z')",-0400,98925292,1.0,False,complete,True,,user,48.0,Functional Fitness
261680405,2022-08-14T13:17:50.467+0000,2022-08-14T13:22:21.193+0000,63,491131150,True,8.8513,161,126,1759.764425955665,,,,0.0028572711422779466,48.207012,-2.340527,0.0,"[91363, 224946, 1163180, 795963, 205720, 0]",0.002857271,,,1421.26806640625,1508418,"['2022-08-14T12:36:28.352Z','2022-08-14T13:17:49.325Z')",-0400,98904453,1.0,False,complete,True,,user,63.0,Walking
261313535,2022-08-13T18:55:25.824+0000,2022-08-13T19:02:26.925+0000,48,490741654,False,5.1751,149,98,,,,,0.0006544796144230132,,,0.0,"[734476, 1630348, 485460, 24032, 0, 0]",0.0006544796,,,556.445068359375,1508418,"['2022-08-13T18:07:30.840Z','2022-08-13T18:55:24.969Z')",-0400,98874485,1.0,False,complete,True,,user,48.0,Functional Fitness
260895612,2022-08-12T20:35:23.253+0000,2022-08-12T20:39:53.871+0000,0,490165161,False,10.4067,161,144,,,,,0.0040110851601418045,,,0.0,"[0, 68291, 22111, 1206382, 556580, 0]",0.0040110853,,,1530.726806640625,1508418,"['2022-08-12T20:04:19.000Z','2022-08-12T20:35:13.000Z')",-0400,98824504,1.0,False,complete,True,,external,0.0,Running
260529142,2022-08-12T00:53:39.058+0000,2022-08-12T01:04:25.908+0000,48,489636045,False,6.2409,141,101,,,,,0.0012429083587289318,,,0.0,"[761393, 3047326, 1041096, 60563, 0, 0]",0.0012429084,,,985.6381225585938,1508418,"['2022-08-11T23:13:47.905Z','2022-08-12T00:35:38.000Z')",-0400,98784762,1.0,False,complete,True,,user,48.0,Functional Fitness
